InvoiceNo,InvoiceDate,CustomerID,TotalAmount,PaymentMode
564256,8/24/11 10:45,14796,624.43,Credit Card
C564257,8/24/11 10:45,16607,-14.04,PayPal
564268,8/24/11 10:51,16968,253.31,Mobile Payments
564272,8/24/11 10:52,16308,640,Credit Card
C564276,8/24/11 10:53,16841,-95.2,Bank Transfer
C564279,8/24/11 10:54,17706,-310.33,Debit Card
C564281,8/24/11 10:54,14796,-21.27,Debit Card
C564299,8/24/11 11:00,12853,-53,Debit Card
564300,8/24/11 11:31,16723,345,Credit Card
564301,8/24/11 11:54,14299,871.2,Credit Card
564302,8/24/11 12:00,15932,302.58,Debit Card
564303,8/24/11 12:04,16042,415.53,Mobile Payments
564304,8/24/11 12:11,14527,130.03,Credit Card
564305,8/24/11 12:20,14875,1103.32,Debit Card
564306,8/24/11 12:23,17865,1142.88,Credit Card
564307,8/24/11 12:32,17865,87.3,PayPal
564308,8/24/11 12:36,13901,442.89,Credit Card
564309,8/24/11 12:39,12471,83.58,Credit Card
564310,8/24/11 12:51,15769,2597,Credit Card
564311,8/24/11 12:52,15769,1611,Debit Card
564312,8/24/11 12:52,15769,3744,Cash
564313,8/24/11 12:54,13728,161.94,Cash
564314,8/24/11 12:58,12695,244.65,PayPal
564315,8/24/11 13:07,14730,137.14,Debit Card
564316,8/24/11 13:11,13985,391.68,PayPal
564317,8/24/11 13:12,13890,310.76,Credit Card
564318,8/24/11 13:15,14035,136.68,Bank Transfer
564319,8/24/11 13:18,15059,103.47,Debit Card
C564320,8/24/11 13:20,16536,-9.95,Mobile Payments
564321,8/24/11 13:22,15059,172.2,Credit Card
564322,8/24/11 13:23,13694,2736.99,PayPal
564323,8/24/11 13:24,13694,2275,Check
564324,8/24/11 13:26,13694,1304.44,Credit Card
564325,8/24/11 13:27,13694,189.6,Credit Card
564326,8/24/11 13:30,17256,112.1,Debit Card
564327,8/24/11 13:33,16029,1003.7,Debit Card
564328,8/24/11 13:42,12662,383.92,Credit Card
564329,8/24/11 13:55,12569,96.75,Cash
564330,8/24/11 13:57,13411,209.8,Bank Transfer
C564331,8/24/11 13:57,12569,-18,Debit Card
564332,8/24/11 14:02,14407,354.62,Gift Card
564333,8/24/11 14:14,13199,116.16,Debit Card
564334,8/24/11 14:19,15812,213.9,Debit Card
564335,8/24/11 14:23,15800,452.39,Credit Card
564336,8/24/11 14:28,12748,101.66,Mobile Payments
564337,8/24/11 14:40,12649,233.21,Debit Card
564338,8/24/11 14:41,12649,15.3,Debit Card
564339,8/24/11 14:46,15939,202,Bank Transfer
C564340,8/24/11 14:50,14853,-4527.65,Cash
564342,8/24/11 14:53,16340,488.24,Credit Card
C564341,8/24/11 14:53,18259,-6662.51,Credit Card
564346,8/24/11 14:54,15727,849.07,Credit Card
564350,8/24/11 14:57,14401,302.5,Credit Card
564351,8/24/11 14:59,13881,1187.74,Debit Card
564352,8/24/11 15:04,14262,309.5,Credit Card
564353,8/24/11 15:08,15764,1564.7,PayPal
564354,8/24/11 15:09,15764,17.4,Cash
564355,8/24/11 15:12,13507,394.09,Debit Card
564356,8/24/11 15:47,13969,678.23,Cash
564357,8/24/11 15:51,14973,302.96,Debit Card
564358,8/24/11 16:00,17869,94.72,Bank Transfer
564359,8/24/11 16:02,14056,305.63,Cash
564360,8/24/11 16:13,12471,530.22,Credit Card
564361,8/24/11 16:16,17869,22.5,Gift Card
C564362,8/24/11 16:20,13148,-40.95,Bank Transfer
564363,8/24/11 16:23,15434,247.5,Credit Card
564364,8/24/11 16:24,15434,32.82,Credit Card
564365,8/24/11 16:46,14163,111.87,Cash
564366,8/25/11 8:58,13236,439.23,PayPal
564367,8/25/11 9:18,12712,242.15,Debit Card
C564368,8/25/11 9:29,16493,-17.16,Debit Card
564369,8/25/11 9:39,15189,356.64,Credit Card
564370,8/25/11 9:53,17134,94.5,Debit Card
564371,8/25/11 9:53,17705,308.2,Credit Card
564372,8/25/11 9:55,12714,1114.52,Mobile Payments
564373,8/25/11 9:56,15290,341.1,Gift Card
564374,8/25/11 10:00,16589,97,Credit Card
564375,8/25/11 10:16,13078,665.9,Debit Card
564376,8/25/11 10:25,14196,335.52,Debit Card
564377,8/25/11 10:26,15263,156.51,Credit Card
564378,8/25/11 10:26,12417,562.69,Credit Card
564379,8/25/11 10:32,16779,678.88,PayPal
564380,8/25/11 10:39,14314,120,Debit Card
564381,8/25/11 10:43,13000,76.32,Credit Card
564382,8/25/11 10:45,15129,306,Debit Card
564383,8/25/11 10:49,15251,248.6,Debit Card
564398,8/25/11 10:55,18241,86.1,Credit Card
564419,8/25/11 11:09,16093,17,Debit Card
C564424,8/25/11 11:10,12955,-17,Bank Transfer
C564426,8/25/11 11:13,15804,-5,Debit Card
C564427,8/25/11 11:18,17841,-36.82,Debit Card
564428,8/25/11 11:27,17844,51.56,Mobile Payments
564429,8/25/11 11:31,16638,75.36,Bank Transfer
564430,8/25/11 11:36,15955,466.74,Mobile Payments
564431,8/25/11 11:36,15955,15.8,Cash
564432,8/25/11 11:40,13517,510.32,Credit Card
564433,8/25/11 11:46,16503,338.54,Credit Card
564434,8/25/11 11:59,14687,628.38,Credit Card
C564435,8/25/11 12:05,17676,-4.41,Debit Card
564436,8/25/11 12:06,17841,443.6,Debit Card
564437,8/25/11 12:10,13320,472.54,Gift Card
564438,8/25/11 12:11,16628,496.3,Mobile Payments
564439,8/25/11 12:12,12841,115.34,Credit Card
564440,8/25/11 12:13,13928,121.25,Debit Card
564471,8/25/11 12:26,12583,243.1,Debit Card
564473,8/25/11 12:33,16722,295.3,Debit Card
564474,8/25/11 12:46,14180,134.75,Credit Card
564475,8/25/11 12:50,12500,378,Credit Card
564476,8/25/11 12:57,12610,309.5,PayPal
564477,8/25/11 12:59,13854,322.32,Debit Card
564479,8/25/11 13:12,12682,470.4,Bank Transfer
C564478,8/25/11 13:12,14732,-9.9,Credit Card
564480,8/25/11 13:24,17656,318.92,Credit Card
564481,8/25/11 13:33,12464,190.1,Debit Card
564482,8/25/11 13:40,13149,249.72,Credit Card
564483,8/25/11 13:46,14050,485.98,Mobile Payments
564484,8/25/11 13:46,13634,158.36,Credit Card
564485,8/25/11 13:54,16429,284.55,Debit Card
C564486,8/25/11 13:57,16379,-83.06,Bank Transfer
C564487,8/25/11 14:07,15838,-11.52,PayPal
C564488,8/25/11 14:12,16859,-220.47,Credit Card
564489,8/25/11 14:13,15950,662.56,Mobile Payments
C564490,8/25/11 14:14,13266,-2.73,Debit Card
C564491,8/25/11 14:15,18204,-14.4,PayPal
C564492,8/25/11 14:16,15024,-239.07,Credit Card
C564493,8/25/11 14:19,13089,-30.55,Credit Card
C564494,8/25/11 14:20,12619,-83.83,Credit Card
564495,8/25/11 14:21,17719,303.78,PayPal
564496,8/25/11 14:21,13050,319.06,Credit Card
C564498,8/25/11 14:22,13246,-77.63,Debit Card
564503,8/25/11 14:23,13971,331.26,Debit Card
C564504,8/25/11 14:24,16722,-16.5,Credit Card
C564506,8/25/11 14:26,15315,-18.96,Credit Card
564507,8/25/11 14:34,15513,222.96,Debit Card
564510,8/25/11 14:42,14194,630.68,Debit Card
564516,8/25/11 14:45,13853,1019.67,PayPal
564526,8/25/11 14:50,15805,550.75,Bank Transfer
564529,8/25/11 14:51,14111,153,Cash
564530,8/25/11 14:57,15146,312.5,Debit Card
564531,8/25/11 15:04,12624,341.19,Debit Card
564532,8/25/11 15:04,14055,725.64,Debit Card
564534,8/25/11 15:09,12748,106.03,Bank Transfer
564535,8/25/11 15:10,18075,404.8,Debit Card
564536,8/25/11 15:12,13159,384.53,Credit Card
564537,8/25/11 15:18,15550,154.24,Credit Card
564538,8/25/11 15:21,13408,601.88,Credit Card
564539,8/25/11 15:22,12715,343.36,Credit Card
564540,8/25/11 15:34,12748,38.41,Bank Transfer
564541,8/25/11 15:35,16309,372.37,Credit Card
564542,8/25/11 15:47,16458,184,Credit Card
564543,8/25/11 15:49,16818,129.75,Bank Transfer
564544,8/25/11 15:50,15663,138.14,Debit Card
C564545,8/25/11 16:08,14188,-2.5,Bank Transfer
564551,8/25/11 17:21,17730,314.7,PayPal
564552,8/25/11 17:22,16670,691.21,Debit Card
564553,8/25/11 18:45,18200,148.69,Gift Card
564554,8/25/11 19:39,17189,157.18,Credit Card
564555,8/25/11 19:45,12748,51.3,Credit Card
564556,8/25/11 19:48,12748,64.79,Debit Card
564557,8/25/11 19:55,17576,80.18,Mobile Payments
564558,8/26/11 8:59,12704,410.55,Credit Card
564559,8/26/11 9:37,15811,478.96,Credit Card
564560,8/26/11 9:55,16184,105,Mobile Payments
564561,8/26/11 9:55,13340,957.24,Mobile Payments
564562,8/26/11 9:58,15203,333.44,Cash
564563,8/26/11 10:32,13630,301.92,PayPal
564564,8/26/11 10:50,13003,60,Mobile Payments
564565,8/26/11 10:50,14911,812.02,PayPal
C564571,8/26/11 11:14,14606,-4.95,Debit Card
564572,8/26/11 11:18,15078,577.94,Mobile Payments
564573,8/26/11 11:19,14606,110.85,Credit Card
564574,8/26/11 11:19,15078,15,Bank Transfer
564583,8/26/11 11:24,17949,432,Credit Card
C564592,8/26/11 11:27,13408,-13.16,Debit Card
564614,8/26/11 11:35,13994,130.99,Mobile Payments
564626,8/26/11 11:40,18167,498.48,Credit Card
564627,8/26/11 11:47,15132,352.36,PayPal
564628,8/26/11 11:47,13408,7.5,Mobile Payments
564629,8/26/11 11:48,14866,940.8,Credit Card
564630,8/26/11 11:53,13644,851.09,Credit Card
564631,8/26/11 11:54,17451,346.01,Bank Transfer
564632,8/26/11 11:58,16556,472.13,Credit Card
564634,8/26/11 12:36,14210,306.19,Check
564635,8/26/11 12:41,15615,551.03,PayPal
564636,8/26/11 12:44,17146,185.9,Check
564637,8/26/11 12:49,16641,231.1,Gift Card
564638,8/26/11 12:54,13812,278.74,PayPal
564639,8/26/11 12:55,18036,139.58,Mobile Payments
564640,8/26/11 13:00,14837,388.12,PayPal
564641,8/26/11 13:16,13489,162.48,Credit Card
564642,8/26/11 13:22,13527,336.34,Credit Card
564643,8/26/11 13:25,15356,291.86,Credit Card
564645,8/26/11 13:38,17572,0,Debit Card
564646,8/26/11 13:39,16113,1474.62,Debit Card
564647,8/26/11 13:56,17920,196.33,PayPal
564648,8/26/11 14:04,15641,581.82,Debit Card
564649,8/26/11 14:13,15611,15,Credit Card
564650,8/26/11 14:17,14646,6429.64,Debit Card
564651,8/26/11 14:19,14646,0,Credit Card
564652,8/26/11 14:20,14646,998.4,Debit Card
564653,8/26/11 14:23,14776,191.1,Mobile Payments
564654,8/26/11 14:29,14911,640.14,Mobile Payments
C564655,8/26/11 14:35,13159,-58.1,Debit Card
564656,8/26/11 14:40,14141,285.16,Credit Card
564657,8/26/11 14:44,14135,748.86,Credit Card
564660,8/26/11 14:45,15074,735.67,Mobile Payments
564661,8/26/11 14:45,12948,537.7,Credit Card
564665,8/26/11 14:48,13171,1.1,Debit Card
564666,8/26/11 14:51,12492,126.39,PayPal
564668,8/26/11 15:25,17183,329.67,Bank Transfer
564669,8/26/11 15:38,16872,76.32,Gift Card
564670,8/26/11 15:44,12683,1130.95,Credit Card
564709,8/28/11 10:15,15569,244.8,Debit Card
564710,8/28/11 10:21,15625,287.85,Debit Card
C564711,8/28/11 10:31,16768,-11.75,Cash
564712,8/28/11 10:40,15611,385.47,Debit Card
564713,8/28/11 10:43,16768,94.39,Mobile Payments
564714,8/28/11 10:54,15290,35.4,Mobile Payments
564715,8/28/11 11:01,14472,119.79,Mobile Payments
564716,8/28/11 11:02,14810,352.23,Credit Card
564717,8/28/11 11:19,15669,130.8,Credit Card
564718,8/28/11 11:25,13301,137.19,Debit Card
564719,8/28/11 11:55,15325,160.09,Debit Card
564720,8/28/11 12:00,15095,19.8,Gift Card
564721,8/28/11 12:01,15095,312.98,Bank Transfer
564722,8/28/11 12:06,16456,124.16,PayPal
564723,8/28/11 12:11,16168,169.38,Bank Transfer
564724,8/28/11 12:16,15555,260.98,Debit Card
564725,8/28/11 12:28,18041,215.84,PayPal
564726,8/28/11 12:29,18077,291.43,Credit Card
564727,8/28/11 12:31,16686,791.02,Credit Card
564728,8/28/11 12:43,13199,85.92,Gift Card
564729,8/28/11 12:44,13137,253.8,Debit Card
C564730,8/28/11 12:47,17841,-8.5,Bank Transfer
564731,8/28/11 12:57,16186,365.78,PayPal
564732,8/28/11 13:08,16466,181.77,Bank Transfer
564733,8/28/11 13:18,17841,486.01,Debit Card
564734,8/28/11 13:32,12484,1222.09,Gift Card
564735,8/28/11 13:35,15856,627.64,Mobile Payments
564736,8/28/11 13:42,16353,505.8,Check
564737,8/28/11 14:00,15312,186.9,Credit Card
564738,8/28/11 14:16,16816,44.37,Credit Card
564739,8/28/11 14:28,16931,155.31,Debit Card
564740,8/28/11 14:39,14044,195.48,Debit Card
564741,8/28/11 14:53,16107,642.42,Debit Card
564742,8/28/11 15:01,17346,148.39,PayPal
564743,8/28/11 15:17,14606,125.77,Credit Card
564744,8/28/11 15:25,13778,178.7,Debit Card
564745,8/28/11 15:27,16806,238.34,Bank Transfer
564746,8/28/11 15:58,17633,315.72,Debit Card
564747,8/28/11 16:09,14869,383.31,Gift Card
C564748,8/30/11 8:00,14911,-113.73,Debit Card
564749,8/30/11 8:15,12708,403.83,Cash
564750,8/30/11 9:36,17690,462.75,Debit Card
C564751,8/30/11 10:06,17828,-15.75,PayPal
564752,8/30/11 10:07,16126,1862.7,PayPal
564753,8/30/11 10:20,13709,612.09,Credit Card
564754,8/30/11 10:29,13385,2026.73,Bank Transfer
564755,8/30/11 10:31,12650,1088.78,Credit Card
564756,8/30/11 10:33,17092,1288.42,Debit Card
564757,8/30/11 10:36,14145,1651.18,Credit Card
564758,8/30/11 10:39,16726,1642.57,Debit Card
C564759,8/30/11 10:40,14911,-18.5,Debit Card
564760,8/30/11 10:47,15436,1424.23,Credit Card
564764,8/30/11 10:49,14096,21.84,Gift Card
C564763,8/30/11 10:49,14096,-1.6,Mobile Payments
564785,8/30/11 11:28,14595,7.09,Credit Card
564800,8/30/11 11:32,14108,291.33,Bank Transfer
564803,8/30/11 11:32,13870,812.16,Debit Card
564811,8/30/11 11:37,15769,537,PayPal
C564812,8/30/11 11:45,14527,-16.67,Check
C564813,8/30/11 11:46,17173,-10.95,Bank Transfer
564814,8/30/11 11:54,12931,214.8,Credit Card
564815,8/30/11 12:00,12748,74.1,Mobile Payments
564816,8/30/11 12:00,14901,165.43,Debit Card
564817,8/30/11 12:02,16341,1519.75,Check
564818,8/30/11 12:10,14562,1564.23,Mobile Payments
564819,8/30/11 12:11,12814,125.92,Bank Transfer
564820,8/30/11 12:16,18053,964.92,Debit Card
564821,8/30/11 12:16,14078,221.46,Credit Card
564825,8/30/11 12:26,15197,1509.44,Bank Transfer
564835,8/30/11 12:31,16995,1525.29,Debit Card
564836,8/30/11 12:32,17402,291.24,Mobile Payments
564837,8/30/11 12:40,13760,1892.14,Mobile Payments
564838,8/30/11 12:43,16816,1704.22,Credit Card
564839,8/30/11 12:45,13524,161.16,PayPal
564840,8/30/11 12:49,13485,1439.29,PayPal
564841,8/30/11 13:42,17636,1736.9,Debit Card
564842,8/30/11 13:47,16133,308.47,Credit Card
564843,8/30/11 14:09,15866,211.89,Debit Card
564844,8/30/11 14:11,15465,3.82,PayPal
C564845,8/30/11 14:20,17416,-10.08,Mobile Payments
564846,8/30/11 15:16,14507,309.38,Mobile Payments
564847,8/30/11 15:31,13790,13.4,PayPal
564848,8/30/11 15:37,16928,242.6,Credit Card
564849,8/30/11 15:42,17675,762.58,Credit Card
564850,8/30/11 16:43,17298,390.78,Credit Card
564851,8/30/11 16:53,13183,211.96,Credit Card
564852,8/30/11 17:23,14976,109.7,Debit Card
564853,8/31/11 8:55,12423,198.98,Credit Card
C564854,8/31/11 8:56,17865,-38.75,Bank Transfer
564855,8/31/11 9:10,16746,307.42,Credit Card
564856,8/31/11 9:11,12477,4257.06,Check
564857,8/31/11 9:23,15764,3236.94,Credit Card
564858,8/31/11 9:44,12484,140,Debit Card
564859,8/31/11 9:55,14057,386.64,Gift Card
564860,8/31/11 10:06,17725,308.69,Credit Card
564861,8/31/11 10:21,17315,15,Mobile Payments
564862,8/31/11 10:24,12678,145,Mobile Payments
564863,8/31/11 10:30,15491,390.98,Debit Card
564866,8/31/11 10:40,14660,128.95,Cash
564868,8/31/11 10:42,16842,397.24,Credit Card
564871,8/31/11 10:46,17949,340,Debit Card
564872,8/31/11 10:47,16083,979.64,Mobile Payments
564895,8/31/11 10:55,15596,16.9,Debit Card
564896,8/31/11 11:06,13726,292.68,Gift Card
564897,8/31/11 11:22,12678,1330.44,Debit Card
564898,8/31/11 11:25,14513,138.24,Credit Card
C564899,8/31/11 11:31,14646,-465.6,Debit Card
C564900,8/31/11 11:34,12948,-11.25,Debit Card
564901,8/31/11 11:40,15690,111,Credit Card
564902,8/31/11 11:50,18198,314.28,PayPal
C564903,8/31/11 12:05,16984,-66.28,Mobile Payments
564904,8/31/11 12:11,15984,383.4,Credit Card
C564905,8/31/11 12:16,17450,-87.4,Debit Card
564906,8/31/11 12:18,12682,250.8,Credit Card
C564907,8/31/11 12:24,18225,-37.55,Credit Card
C564908,8/31/11 12:26,17705,-42.4,Debit Card
C564909,8/31/11 12:29,15498,-66.17,Mobile Payments
564910,8/31/11 12:31,13993,219,Debit Card
C564911,8/31/11 12:32,16133,-3.75,Debit Card
564912,8/31/11 12:33,12490,424.06,Mobile Payments
C564913,8/31/11 12:39,12560,-32.62,Mobile Payments
564914,8/31/11 12:40,16713,0,Debit Card
C564940,8/31/11 13:10,12931,-3491.02,PayPal
C564941,8/31/11 13:18,13709,-32.8,PayPal
C564942,8/31/11 13:19,18097,-4.95,Debit Card
564943,8/31/11 13:23,17706,275.7,Check
C564944,8/31/11 13:24,13078,-2.28,Debit Card
C564945,8/31/11 13:26,16652,-68.56,PayPal
C564946,8/31/11 13:27,13534,-12.48,Debit Card
C564947,8/31/11 13:29,17747,-6.75,Credit Card
C564948,8/31/11 13:29,14895,-22.85,Debit Card
564950,8/31/11 13:31,17320,290.52,Credit Card
C564949,8/31/11 13:31,17706,-15.84,Credit Card
564951,8/31/11 13:35,15326,8.25,Credit Card
C564952,8/31/11 13:36,14188,-4.15,Mobile Payments
564953,8/31/11 13:37,17588,537.96,PayPal
564954,8/31/11 13:39,16681,2.34,Debit Card
C564955,8/31/11 13:39,15786,-67.2,Cash
C564956,8/31/11 13:41,16303,-54.8,Debit Card
564957,8/31/11 13:55,15260,195.15,Credit Card
564958,8/31/11 13:56,13089,682.19,Check
564959,8/31/11 14:22,17299,116.56,Debit Card
C564960,8/31/11 14:24,14525,-21.18,Credit Card
564961,8/31/11 14:28,14525,224.64,Credit Card
564962,8/31/11 14:35,17777,186.31,Bank Transfer
564963,8/31/11 14:52,15582,237.9,PayPal
C564964,8/31/11 15:00,17315,-16,Bank Transfer
564965,8/31/11 15:07,17677,1565.82,Credit Card
564966,8/31/11 15:08,17677,34.8,Credit Card
564967,8/31/11 15:13,17659,102.48,PayPal
C564971,8/31/11 15:29,13466,-9.95,PayPal
564972,8/31/11 15:30,12621,1179.64,Debit Card
564974,8/31/11 15:32,12633,1563.3,Credit Card
564975,8/31/11 15:35,17097,124.88,Debit Card
564976,8/31/11 15:49,17315,222.04,Debit Card
564995,8/31/11 16:09,16780,248.1,Gift Card
C564996,8/31/11 16:10,17677,-1.65,Debit Card
C564997,8/31/11 16:13,15625,-10.15,PayPal
C564998,8/31/11 16:14,17581,-41.6,Cash
C565001,8/31/11 16:23,17675,-39.8,Debit Card
565014,8/31/11 16:28,16180,1724.8,Credit Card
C565016,8/31/11 16:28,15764,-12.05,Bank Transfer
C565023,8/31/11 16:30,12901,-25.44,Mobile Payments
C565025,8/31/11 16:32,13050,-10.85,PayPal
C565026,8/31/11 16:34,13694,-151.2,PayPal
C565044,8/31/11 17:02,12931,-3969.93,Mobile Payments
C565050,8/31/11 17:10,12381,-41.35,Mobile Payments
565056,8/31/11 17:12,16278,566.38,Credit Card
565067,8/31/11 17:16,15856,506.36,Cash
C565075,8/31/11 17:25,13408,-36.3,Credit Card
565076,8/31/11 17:30,15266,1.65,Credit Card
C565077,8/31/11 17:31,17451,-29.85,Debit Card
C565078,8/31/11 17:45,16422,-57.6,Credit Card
565080,9/1/11 8:25,13509,40,Bank Transfer
565082,9/1/11 9:15,13305,75.3,Debit Card
565083,9/1/11 9:19,16187,334.46,Mobile Payments
565084,9/1/11 9:39,17306,576.74,Debit Card
C565085,9/1/11 9:40,12474,-17.9,Bank Transfer
565086,9/1/11 9:57,13631,52.5,Mobile Payments
565087,9/1/11 10:03,13276,137.38,PayPal
565088,9/1/11 10:11,16145,318.01,PayPal
C565089,9/1/11 10:27,12645,-19.8,Debit Card
565090,9/1/11 10:28,17572,43.8,Debit Card
565091,9/1/11 10:28,16011,299.25,Debit Card
565092,9/1/11 10:36,14092,307.62,Credit Card
565093,9/1/11 10:38,13408,428.6,Credit Card
565114,9/1/11 11:15,13588,345.1,Credit Card
565115,9/1/11 11:22,16880,252.11,Mobile Payments
565116,9/1/11 11:30,13089,2297.52,Debit Card
565117,9/1/11 11:33,13089,2016.32,Credit Card
565118,9/1/11 11:33,15039,554.77,Credit Card
565119,9/1/11 11:38,16722,422.08,Bank Transfer
565120,9/1/11 11:41,15206,183.6,Debit Card
565121,9/1/11 11:43,14239,149.7,Bank Transfer
565122,9/1/11 11:48,13069,476.76,Bank Transfer
565123,9/1/11 11:56,17949,480,Bank Transfer
565124,9/1/11 12:09,12436,509.01,Credit Card
565125,9/1/11 12:16,14217,126.5,Credit Card
565126,9/1/11 12:17,17653,180.1,Credit Card
565127,9/1/11 12:28,13147,118.8,Credit Card
565128,9/1/11 12:34,15189,319.95,Debit Card
565129,9/1/11 12:41,15719,515.17,Mobile Payments
565133,9/1/11 12:46,13458,322.98,Credit Card
565139,9/1/11 12:50,16422,550.98,Credit Card
C565140,9/1/11 12:56,17841,-8.85,Debit Card
565141,9/1/11 13:40,17841,328.44,Debit Card
565142,9/1/11 13:46,17386,152.64,PayPal
565143,9/1/11 13:47,17386,3.3,Credit Card
565144,9/1/11 13:50,16456,457.6,Debit Card
565145,9/1/11 13:50,12415,2732.92,Cash
565146,9/1/11 13:51,12415,208.8,PayPal
565147,9/1/11 13:53,16187,459.92,Debit Card
565149,9/1/11 14:13,14414,174.06,Debit Card
565150,9/1/11 14:26,14298,5590.67,Debit Card
565151,9/1/11 14:29,16923,521.52,Debit Card
565152,9/1/11 14:42,17799,386.66,Credit Card
565153,9/1/11 14:47,18241,143.8,Mobile Payments
565154,9/1/11 14:57,13470,49.5,Credit Card
565155,9/1/11 14:58,16672,608.1,Debit Card
565156,9/1/11 15:04,13045,305.28,Mobile Payments
565157,9/1/11 15:08,16168,85.92,Debit Card
565158,9/1/11 15:21,17024,25,Debit Card
565181,9/1/11 15:52,17381,1386,PayPal
565186,9/1/11 15:56,17220,111.03,Credit Card
565192,9/1/11 15:59,17220,11.55,Cash
565197,9/1/11 16:16,13376,249.76,Debit Card
565198,9/1/11 16:18,16729,346.98,Mobile Payments
565199,9/1/11 16:30,18171,309.89,Gift Card
565200,9/1/11 16:30,17576,125.55,Mobile Payments
565201,9/1/11 16:41,14907,676.36,Gift Card
565202,9/1/11 16:44,14482,227.85,Debit Card
565204,9/1/11 16:45,15829,310.7,Debit Card
565205,9/1/11 16:45,14735,99.4,Mobile Payments
565206,9/1/11 16:46,12971,117.06,Credit Card
565207,9/1/11 16:46,16764,245.74,Credit Card
565208,9/1/11 16:50,18172,305.96,Debit Card
565209,9/1/11 16:59,15910,112.75,Cash
565210,9/1/11 17:09,17750,191.74,Credit Card
565211,9/1/11 17:14,16638,121.23,Credit Card
565212,9/1/11 17:14,12828,77.31,Credit Card
565213,9/1/11 17:19,14911,2242.32,Bank Transfer
565214,9/1/11 17:20,14911,1638.24,Bank Transfer
C565215,9/1/11 17:22,16474,-27,Debit Card
